2026-08-15 22:26:51.605 INFO   Freerouting v2.3.0 (build-date: 2026-08-07)
2026-08-15 22:26:51.609 DEBUG  [startup] user-data path : C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\freerouting-run-low-speed-stage2  (source: CLI argument --user_data_path)
2026-08-15 22:26:51.609 DEBUG  [startup] log file       : C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\freerouting-run-low-speed-stage2\freerouting.log
2026-08-15 22:26:51.611 DEBUG  No freerouting.json found at 'C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\freerouting-run-low-speed-stage2\freerouting.json' — will create one with default settings.
2026-08-15 22:26:51.660 DEBUG  Default settings saved to 'C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\freerouting-run-low-speed-stage2\freerouting.json'.
2026-08-15 22:26:51.661 DEBUG  Version: 2.3.0,2026-08-07
2026-08-15 22:26:51.661 DEBUG  Command line arguments: '-de C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\pcb-hmd-carrier-board2-low-speed-stage2.dsn -do C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\pcb-hmd-carrier-board2-low-speed-stage2.ses -mp 2 -mt 0 --router.fanout.enabled=true --router.optimizer.enabled=false --router.layers.routable=true,false,true,true,false,true --router.layers.preferred_direction_horizontal=true,false,false,true,false,true --api_server.enabled=false --gui.enabled=false --logging.console.level=INFO --user_data_path=C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\freerouting-run-low-speed-stage2 -l en'
2026-08-15 22:26:51.661 DEBUG  Architecture: Windows 11,amd64,10.0
2026-08-15 22:26:51.661 DEBUG  Java: 25.0.4,Eclipse Adoptium
2026-08-15 22:26:51.661 DEBUG  System Language: fr,fr_FR
2026-08-15 22:26:51.661 DEBUG  Hardware: 12 CPU cores,4044 MB RAM
2026-08-15 22:26:51.662 DEBUG  UTC Time: 2026-08-15T20:26:51.660820600Z
2026-08-15 22:26:51.664 DEBUG  GUI Language: en
2026-08-15 22:26:51.664 DEBUG  Host: N/A
2026-08-15 22:26:52.724 DEBUG  Loaded router settings from: C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\freerouting-run-low-speed-stage2\freerouting.json
2026-08-15 22:26:52.725 DEBUG  Applied CLI router setting: router.max_passes = 2
2026-08-15 22:26:52.725 DEBUG  Applied CLI router setting: router.max_threads = 0
2026-08-15 22:26:52.725 DEBUG  Applied CLI router setting: router.fanout.enabled = true
2026-08-15 22:26:52.725 DEBUG  Applied CLI router setting: router.optimizer.enabled = false
2026-08-15 22:26:52.725 DEBUG  Applied CLI router setting: router.layers.routable = true,false,true,true,false,true
2026-08-15 22:26:52.725 DEBUG  Applied CLI router setting: router.layers.preferred_direction_horizontal = true,false,false,true,false,true
2026-08-15 22:26:52.725 DEBUG  Applied CLI router setting: router.enabled = true (implicit from -de/-do batch mode)
2026-08-15 22:26:52.726 DEBUG  No router settings found in environment variables
2026-08-15 22:26:52.801 DEBUG  Set DEFAULT clearance (all layers): 1500 (0.0375 mm) from DSN value 150.0
2026-08-15 22:26:52.809 DEBUG  Set clearance (all layers): smd_smd = 375 (0.009375 mm), classes [2,2]
2026-08-15 22:26:52.812 DEBUG  Set default trace width (all layers): DSN=150.0 → board=1500 (0.0375 mm)
2026-08-15 22:26:52.897 DEBUG  Loaded router settings from DSN file: pcb-hmd-carrier-board2-low-speed-stage2.dsn (6 layers)
2026-08-15 22:26:52.909 DEBUG  Set DEFAULT clearance (all layers): 1500 (0.0375 mm) from DSN value 150.0
2026-08-15 22:26:52.909 DEBUG  Set clearance (all layers): smd_smd = 375 (0.009375 mm), classes [2,2]
2026-08-15 22:26:52.909 DEBUG  Set default trace width (all layers): DSN=150.0 → board=1500 (0.0375 mm)
2026-08-15 22:26:52.934 DEBUG  Loaded router settings from DSN file: pcb-hmd-carrier-board2-low-speed-stage2.dsn (6 layers)
2026-08-15 22:26:52.936 DEBUG  Merging settings from 5 sources:
