2026-08-15 22:16:41.853 INFO   Freerouting v2.3.0 (build-date: 2026-08-07)
2026-08-15 22:16:41.858 DEBUG  [startup] user-data path : C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\freerouting-run-high-speed-neckdown  (source: CLI argument --user_data_path)
2026-08-15 22:16:41.858 DEBUG  [startup] log file       : C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\freerouting-run-high-speed-neckdown\freerouting.log
2026-08-15 22:16:41.859 DEBUG  No freerouting.json found at 'C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\freerouting-run-high-speed-neckdown\freerouting.json' — will create one with default settings.
2026-08-15 22:16:41.913 DEBUG  Default settings saved to 'C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\freerouting-run-high-speed-neckdown\freerouting.json'.
2026-08-15 22:16:41.914 DEBUG  Version: 2.3.0,2026-08-07
2026-08-15 22:16:41.914 DEBUG  Command line arguments: '-de C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\pcb-hmd-carrier-board2-high-speed-neckdown.dsn -do C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\pcb-hmd-carrier-board2-high-speed-neckdown.ses -mp 1 -mt 0 --router.fanout.enabled=true --router.optimizer.enabled=false --router.layers.routable=true,false,true,true,false,true --router.layers.preferred_direction_horizontal=true,false,false,true,false,true --api_server.enabled=false --gui.enabled=false --logging.console.level=INFO --user_data_path=C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\freerouting-run-high-speed-neckdown -l en'
2026-08-15 22:16:41.914 DEBUG  Architecture: Windows 11,amd64,10.0
2026-08-15 22:16:41.914 DEBUG  Java: 25.0.4,Eclipse Adoptium
2026-08-15 22:16:41.914 DEBUG  System Language: fr,fr_FR
2026-08-15 22:16:41.914 DEBUG  Hardware: 12 CPU cores,4044 MB RAM
2026-08-15 22:16:41.915 DEBUG  UTC Time: 2026-08-15T20:16:41.913581100Z
2026-08-15 22:16:41.917 DEBUG  GUI Language: en
2026-08-15 22:16:41.917 DEBUG  Host: N/A
2026-08-15 22:16:42.978 DEBUG  Loaded router settings from: C:\Users\jfran\Documents\GitHub\H.265-SVRT\design\electrical\pcb-hmd-carrier-board\output\production-audit\freerouting-run-high-speed-neckdown\freerouting.json
2026-08-15 22:16:42.979 DEBUG  Applied CLI router setting: router.max_passes = 1
2026-08-15 22:16:42.979 DEBUG  Applied CLI router setting: router.max_threads = 0
2026-08-15 22:16:42.979 DEBUG  Applied CLI router setting: router.fanout.enabled = true
2026-08-15 22:16:42.980 DEBUG  Applied CLI router setting: router.optimizer.enabled = false
2026-08-15 22:16:42.980 DEBUG  Applied CLI router setting: router.layers.routable = true,false,true,true,false,true
2026-08-15 22:16:42.980 DEBUG  Applied CLI router setting: router.layers.preferred_direction_horizontal = true,false,false,true,false,true
2026-08-15 22:16:42.980 DEBUG  Applied CLI router setting: router.enabled = true (implicit from -de/-do batch mode)
2026-08-15 22:16:42.980 DEBUG  No router settings found in environment variables
2026-08-15 22:16:43.056 DEBUG  Set DEFAULT clearance (all layers): 1500 (0.0375 mm) from DSN value 150.0
2026-08-15 22:16:43.063 DEBUG  Set clearance (all layers): smd_smd = 375 (0.009375 mm), classes [2,2]
2026-08-15 22:16:43.065 DEBUG  Set default trace width (all layers): DSN=150.0 → board=1500 (0.0375 mm)
2026-08-15 22:16:43.152 DEBUG  Loaded router settings from DSN file: pcb-hmd-carrier-board2-high-speed-neckdown.dsn (6 layers)
2026-08-15 22:16:43.164 DEBUG  Set DEFAULT clearance (all layers): 1500 (0.0375 mm) from DSN value 150.0
2026-08-15 22:16:43.164 DEBUG  Set clearance (all layers): smd_smd = 375 (0.009375 mm), classes [2,2]
2026-08-15 22:16:43.164 DEBUG  Set default trace width (all layers): DSN=150.0 → board=1500 (0.0375 mm)
2026-08-15 22:16:43.193 DEBUG  Loaded router settings from DSN file: pcb-hmd-carrier-board2-high-speed-neckdown.dsn (6 layers)
2026-08-15 22:16:43.195 DEBUG  Merging settings from 5 sources:
2026-08-15 22:16:43.196 DEBUG    - Default Settings (priority 0): base settings
2026-08-15 22:16:43.198 DEBUG    - freerouting.json (priority 10): 0 fields changed
2026-08-15 22:16:43.198 DEBUG    - DSN file: pcb-hmd-carrier-board2-high-speed-neckdown.dsn (priority 20): 8 fields changed
2026-08-15 22:16:43.198 DEBUG    - Environment Variables (priority 55): 0 fields changed
2026-08-15 22:16:43.198 DEBUG    - CLI Arguments (priority 60): 9 fields changed
2026-08-15 22:16:43.199 DEBUG  Settings merged successfully from 5 source(s)
2026-08-15 22:16:43.297 DEBUG  No new version available. Current version is up to date: v2.3.0
2026-08-15 22:16:43.408 INFO   [07A52D\3C72AD] Loading board file 'pcb-hmd-carrier-board2-high-speed-neckdown.dsn'...
2026-08-15 22:16:43.416 DEBUG  Set DEFAULT clearance (all layers): 1500 (0.0375 mm) from DSN value 150.0
2026-08-15 22:16:43.417 DEBUG  Set clearance (all layers): smd_smd = 375 (0.009375 mm), classes [2,2]
2026-08-15 22:16:43.417 DEBUG  Set default trace width (all layers): DSN=150.0 → board=1500 (0.0375 mm)
2026-08-15 22:16:43.547 INFO   Layer 'GND1' has been automatically configured as a dedicated power plane because it contains a large conduction area covering >50% of the board.
2026-08-15 22:16:43.548 INFO   Layer 'GND2' has been automatically configured as a dedicated power plane because it contains a large conduction area covering >50% of the board.
2026-08-15 22:16:43.550 DEBUG  applyBoardSpecificOptimizations changed parameters:
  Layer 0: bendCost: null -> 0.0; preferredDirectionTraceCost: 1.0 -> 2.2; undesiredDirectionTraceCost: 1.0 -> 5.1000000000000005;
  Layer 1: bendCost: null -> 0.0; undesiredDirectionTraceCost: 1.0 -> 1.3;
  Layer 2: bendCost: null -> 0.0; undesiredDirectionTraceCost: 1.0 -> 3.9000000000000004;
  Layer 3: bendCost: null -> 0.0; undesiredDirectionTraceCost: 1.0 -> 1.3;
  Layer 4: bendCost: null -> 0.0; undesiredDirectionTraceCost: 1.0 -> 3.9000000000000004;
  Layer 5: bendCost: null -> 0.0; preferredDirectionTraceCost: 1.0 -> 2.2; undesiredDirectionTraceCost: 1.0 -> 2.5;
2026-08-15 22:16:43.566 DEBUG  Applied copper-to-edge clearance override: 500.0 um (5000 board units).
2026-08-15 22:16:43.573 DEBUG  Set DEFAULT clearance (all layers): 1500 (0.0375 mm) from DSN value 150.0
2026-08-15 22:16:43.574 DEBUG  Set clearance (all layers): smd_smd = 375 (0.009375 mm), classes [2,2]
2026-08-15 22:16:43.574 DEBUG  Set default trace width (all layers): DSN=150.0 → board=1500 (0.0375 mm)
2026-08-15 22:16:43.585 DEBUG  Loaded router settings from DSN file: pcb-hmd-carrier-board2-high-speed-neckdown.dsn (6 layers)
2026-08-15 22:16:43.586 DEBUG  Merging settings from 6 sources:
2026-08-15 22:16:43.586 DEBUG    - Default Settings (priority 0): base settings
2026-08-15 22:16:43.586 DEBUG    - freerouting.json (priority 10): 0 fields changed
2026-08-15 22:16:43.586 DEBUG    - DSN file: pcb-hmd-carrier-board2-high-speed-neckdown.dsn (priority 20): 8 fields changed
2026-08-15 22:16:43.586 DEBUG    - Environment Variables (priority 55): 0 fields changed
2026-08-15 22:16:43.587 DEBUG    - CLI Arguments (priority 60): 9 fields changed
2026-08-15 22:16:43.587 DEBUG    - API Settings (priority 70): 28 fields changed
2026-08-15 22:16:43.587 DEBUG  Settings merged successfully from 6 source(s)
2026-08-15 22:16:43.587 DEBUG  applyBoardSpecificOptimizations changed parameters:
  Layer 0: preferredDirectionTraceCost: 1.0 -> 2.2; undesiredDirectionTraceCost: 1.0 -> 5.1000000000000005;
  Layer 1: undesiredDirectionTraceCost: 1.0 -> 1.3;
